"term","estimate","std_error","z_value","p_value"
"continuation_type1",-0.300539419702656,0.0995398903009805,-3.01928622579259,0.0025337103295479
"adverb_type1",0.260509194316468,0.0991370819277565,2.62776742315561,0.00859472561330082
"negation_position1",0.355390800726784,0.100622629046102,3.53191726449482,0.000412558411526788
"continuation_type1:adverb_type1",-0.0579127966771674,0.0982070085727466,-0.589701259806408,0.555390950467845
"continuation_type1:negation_position1",-0.0396176002886538,0.0983406425135093,-0.402860905481794,0.687050552749265
"adverb_type1:negation_position1",0.110591751436119,0.0984685233724718,1.12311780098285,0.261387466863064
"continuation_type1:adverb_type1:negation_position1",0.088457418936695,0.0980681695360974,0.901999286365136,0.367057246826747
