"study_id","participant_id","trial","rating","scenario","trial_type","polarity","iconicity_condition","adverb_type","semantic_class","morphological_integration","catch_grammaticality","attention_check_failure","attention_check_failures","included","exclusion_reason"
"exp3","exp3_001","Filler_Neg_UnGr_1_27",0,,"catch","negative",,,,,"ungrammatical",FALSE,0,TRUE,""
"exp3","exp3_001","Filler_Neg_UnGr_1_24",0,,"catch","negative",,,,,"ungrammatical",FALSE,0,TRUE,""
"exp3","exp3_001","Filler_Neg_Gr_1_28",90,,"catch","negative",,,,,"grammatical",FALSE,0,TRUE,""
"exp3","exp3_001","Filler_Neg_Gr_1_21",55,,"catch","negative",,,,,"grammatical",FALSE,0,TRUE,""
"exp3","exp3_001","Filler_Aff_UnGr_1_26",0,,"catch","affirmative",,,,,"ungrammatical",FALSE,0,TRUE,""
"exp3","exp3_001","Filler_Aff_UnGr_1_22",0,,"catch","affirmative",,,,,"ungrammatical",FALSE,0,TRUE,""
"exp3","exp3_001","Filler_Aff_Gr_1_25",100,,"catch","affirmative",,,,,"grammatical",FALSE,0,TRUE,""
"exp3","exp3_001","Filler_Aff_Gr_1_23",100,,"catch","affirmative",,,,,"grammatical",FALSE,0,TRUE,""
"exp3","exp3_001","8_NonIde_Red_Aff_1",100,"8","experimental","affirmative","nonideophone","reduplication","manner","low",,FALSE,0,TRUE,""
"exp3","exp3_001","8_Ide_Red_Aff_1",100,"8","experimental","affirmative","ideophone","reduplication","manner","low",,FALSE,0,TRUE,""
"exp3","exp3_001","7_NonIde_Red_Neg_1",90,"7","experimental","negative","nonideophone","reduplication","manner","low",,FALSE,0,TRUE,""
"exp3","exp3_001","7_Ide_Red_Neg_1",90,"7","experimental","negative","ideophone","reduplication","manner","low",,FALSE,0,TRUE,""
"exp3","exp3_001","6_NonIde_RegMod_Aff_1",100,"6","experimental","affirmative","nonideophone","manner","manner",,,FALSE,0,TRUE,""
"exp3","exp3_001","6_Ide_RegMod_Aff_1",100,"6","experimental","affirmative","ideophone","manner","manner",,,FALSE,0,TRUE,""
"exp3","exp3_001","5_NonIde_RegMod_Neg_1",71,"5","experimental","negative","nonideophone","manner","manner",,,FALSE,0,TRUE,""
"exp3","exp3_001","5_Ide_RegMod_Neg_1",90,"5","experimental","negative","ideophone","manner","manner",,,FALSE,0,TRUE,""
"exp3","exp3_001","4_NonIde_Cont_Aff_1",100,"4","experimental","affirmative","nonideophone","temporal","temporal",,,FALSE,0,TRUE,""
"exp3","exp3_001","4_Ide_Cont_Aff_1",100,"4","experimental","affirmative","ideophone","temporal","temporal",,,FALSE,0,TRUE,""
"exp3","exp3_001","3_NonIde_Cont_Neg_1",85,"3","experimental","negative","nonideophone","temporal","temporal",,,FALSE,0,TRUE,""
"exp3","exp3_001","3_Ide_Cont_Neg_1",90,"3","experimental","negative","ideophone","temporal","temporal",,,FALSE,0,TRUE,""
"exp3","exp3_001","2_NonIde_Cvb_Aff_1",100,"2","experimental","affirmative","nonideophone","converbial","manner","high",,FALSE,0,TRUE,""
"exp3","exp3_001","2_Ide_Cvb_Aff_1",65,"2","experimental","affirmative","ideophone","converbial","manner","high",,FALSE,0,TRUE,""
"exp3","exp3_001","1_NonIde_Cvb_Neg_1",56,"1","experimental","negative","nonideophone","converbial","manner","high",,FALSE,0,TRUE,""
"exp3","exp3_001","1_Ide_Cvb_Neg_1",55,"1","experimental","negative","ideophone","converbial","manner","high",,FALSE,0,TRUE,""
"exp3","exp3_002","Filler_Neg_UnGr_1_27",0,,"catch","negative",,,,,"ungrammatical",FALSE,0,TRUE,""
"exp3","exp3_002","Filler_Neg_UnGr_1_24",0,,"catch","negative",,,,,"ungrammatical",FALSE,0,TRUE,""
"exp3","exp3_002","Filler_Neg_Gr_1_28",65,,"catch","negative",,,,,"grammatical",FALSE,0,TRUE,""
"exp3","exp3_002","Filler_Neg_Gr_1_21",62,,"catch","negative",,,,,"grammatical",FALSE,0,TRUE,""
"exp3","exp3_002","Filler_Aff_UnGr_1_26",0,,"catch","affirmative",,,,,"ungrammatical",FALSE,0,TRUE,""
"exp3","exp3_002","Filler_Aff_UnGr_1_22",0,,"catch","affirmative",,,,,"ungrammatical",FALSE,0,TRUE,""
"exp3","exp3_002","Filler_Aff_Gr_1_25",100,,"catch","affirmative",,,,,"grammatical",FALSE,0,TRUE,""
"exp3","exp3_002","Filler_Aff_Gr_1_23",100,,"catch","affirmative",,,,,"grammatical",FALSE,0,TRUE,""
"exp3","exp3_002","8_NonIde_Red_Aff_1",75,"8","experimental","affirmative","nonideophone","reduplication","manner","low",,FALSE,0,TRUE,""
"exp3","exp3_002","8_Ide_Red_Aff_1",100,"8","experimental","affirmative","ideophone","reduplication","manner","low",,FALSE,0,TRUE,""
"exp3","exp3_002","7_NonIde_Red_Neg_1",60,"7","experimental","negative","nonideophone","reduplication","manner","low",,FALSE,0,TRUE,""
"exp3","exp3_002","7_Ide_Red_Neg_1",65,"7","experimental","negative","ideophone","reduplication","manner","low",,FALSE,0,TRUE,""
"exp3","exp3_002","6_NonIde_RegMod_Aff_1",100,"6","experimental","affirmative","nonideophone","manner","manner",,,FALSE,0,TRUE,""
"exp3","exp3_002","6_Ide_RegMod_Aff_1",100,"6","experimental","affirmative","ideophone","manner","manner",,,FALSE,0,TRUE,""
"exp3","exp3_002","5_NonIde_RegMod_Neg_1",52,"5","experimental","negative","nonideophone","manner","manner",,,FALSE,0,TRUE,""
"exp3","exp3_002","5_Ide_RegMod_Neg_1",40,"5","experimental","negative","ideophone","manner","manner",,,FALSE,0,TRUE,""
"exp3","exp3_002","4_NonIde_Cont_Aff_1",100,"4","experimental","affirmative","nonideophone","temporal","temporal",,,FALSE,0,TRUE,""
"exp3","exp3_002","4_Ide_Cont_Aff_1",100,"4","experimental","affirmative","ideophone","temporal","temporal",,,FALSE,0,TRUE,""
"exp3","exp3_002","3_NonIde_Cont_Neg_1",81,"3","experimental","negative","nonideophone","temporal","temporal",,,FALSE,0,TRUE,""
"exp3","exp3_002","3_Ide_Cont_Neg_1",85,"3","experimental","negative","ideophone","temporal","temporal",,,FALSE,0,TRUE,""
"exp3","exp3_002","2_NonIde_Cvb_Aff_1",100,"2","experimental","affirmative","nonideophone","converbial","manner","high",,FALSE,0,TRUE,""
"exp3","exp3_002","2_Ide_Cvb_Aff_1",65,"2","experimental","affirmative","ideophone","converbial","manner","high",,FALSE,0,TRUE,""
"exp3","exp3_002","1_NonIde_Cvb_Neg_1",60,"1","experimental","negative","nonideophone","converbial","manner","high",,FALSE,0,TRUE,""
"exp3","exp3_002","1_Ide_Cvb_Neg_1",65,"1","experimental","negative","ideophone","converbial","manner","high",,FALSE,0,TRUE,""
"exp3","exp3_003","Filler_Neg_UnGr_1_59",20,,"catch","negative",,,,,"ungrammatical",FALSE,0,TRUE,""
"exp3","exp3_003","Filler_Neg_UnGr_1_56",20,,"catch","negative",,,,,"ungrammatical",FALSE,0,TRUE,""
"exp3","exp3_003","Filler_Neg_Gr_1_60",66,,"catch","negative",,,,,"grammatical",FALSE,0,TRUE,""
"exp3","exp3_003","Filler_Neg_Gr_1_53",76,,"catch","negative",,,,,"grammatical",FALSE,0,TRUE,""
"exp3","exp3_003","Filler_Aff_UnGr_1_58",7,,"catch","affirmative",,,,,"ungrammatical",FALSE,0,TRUE,""
"exp3","exp3_003","Filler_Aff_UnGr_1_54",10,,"catch","affirmative",,,,,"ungrammatical",FALSE,0,TRUE,""
"exp3","exp3_003","Filler_Aff_Gr_1_57",100,,"catch","affirmative",,,,,"grammatical",FALSE,0,TRUE,""
"exp3","exp3_003","Filler_Aff_Gr_1_55",80,,"catch","affirmative",,,,,"grammatical",FALSE,0,TRUE,""
"exp3","exp3_003","8_NonIde_Cont_Aff_1",100,"8","experimental","affirmative","nonideophone","temporal","temporal",,,FALSE,0,TRUE,""
"exp3","exp3_003","8_Ide_Cont_Aff_1",92,"8","experimental","affirmative","ideophone","temporal","temporal",,,FALSE,0,TRUE,""
"exp3","exp3_003","7_NonIde_Cont_Neg_1",78,"7","experimental","negative","nonideophone","temporal","temporal",,,FALSE,0,TRUE,""
"exp3","exp3_003","7_Ide_Cont_Neg_1",79,"7","experimental","negative","ideophone","temporal","temporal",,,FALSE,0,TRUE,""
"exp3","exp3_003","6_NonIde_Cvb_Aff_1",90,"6","experimental","affirmative","nonideophone","converbial","manner","high",,FALSE,0,TRUE,""
"exp3","exp3_003","6_Ide_Cvb_Aff_1",77,"6","experimental","affirmative","ideophone","converbial","manner","high",,FALSE,0,TRUE,""
"exp3","exp3_003","5_NonIde_Cvb_Neg_1",60,"5","experimental","negative","nonideophone","converbial","manner","high",,FALSE,0,TRUE,""
"exp3","exp3_003","5_Ide_Cvb_Neg_1",21,"5","experimental","negative","ideophone","converbial","manner","high",,FALSE,0,TRUE,""
"exp3","exp3_003","4_NonIde_Red_Aff_1",69,"4","experimental","affirmative","nonideophone","reduplication","manner","low",,FALSE,0,TRUE,""
"exp3","exp3_003","4_Ide_Red_Aff_1",87,"4","experimental","affirmative","ideophone","reduplication","manner","low",,FALSE,0,TRUE,""
"exp3","exp3_003","3_NonIde_Red_Neg_1",82,"3","experimental","negative","nonideophone","reduplication","manner","low",,FALSE,0,TRUE,""
"exp3","exp3_003","3_Ide_Red_Neg_1",69,"3","experimental","negative","ideophone","reduplication","manner","low",,FALSE,0,TRUE,""
"exp3","exp3_003","2_NonIde_RegMod_Aff_1",98,"2","experimental","affirmative","nonideophone","manner","manner",,,FALSE,0,TRUE,""
"exp3","exp3_003","2_Ide_RegMod_Aff_1",100,"2","experimental","affirmative","ideophone","manner","manner",,,FALSE,0,TRUE,""
"exp3","exp3_003","1_NonIde_RegMod_Neg_1",58,"1","experimental","negative","nonideophone","manner","manner",,,FALSE,0,TRUE,""
"exp3","exp3_003","1_Ide_RegMod_Neg_1",83,"1","experimental","negative","ideophone","manner","manner",,,FALSE,0,TRUE,""
"exp3","exp3_004","Filler_Neg_UnGr_1_43",0,,"catch","negative",,,,,"ungrammatical",FALSE,0,TRUE,""
"exp3","exp3_004","Filler_Neg_UnGr_1_40",0,,"catch","negative",,,,,"ungrammatical",FALSE,0,TRUE,""
"exp3","exp3_004","Filler_Neg_Gr_1_44",60,,"catch","negative",,,,,"grammatical",FALSE,0,TRUE,""
"exp3","exp3_004","Filler_Neg_Gr_1_38",90,,"catch","negative",,,,,"grammatical",FALSE,0,TRUE,""
"exp3","exp3_004","Filler_Aff_UnGr_1_42",0,,"catch","affirmative",,,,,"ungrammatical",FALSE,0,TRUE,""
"exp3","exp3_004","Filler_Aff_UnGr_1_37",0,,"catch","affirmative",,,,,"ungrammatical",FALSE,0,TRUE,""
"exp3","exp3_004","Filler_Aff_Gr_1_41",100,,"catch","affirmative",,,,,"grammatical",FALSE,0,TRUE,""
"exp3","exp3_004","Filler_Aff_Gr_1_39",100,,"catch","affirmative",,,,,"grammatical",FALSE,0,TRUE,""
"exp3","exp3_004","8_NonIde_RegMod_Aff_1",100,"8","experimental","affirmative","nonideophone","manner","manner",,,FALSE,0,TRUE,""
"exp3","exp3_004","8_Ide_RegMod_Aff_1",100,"8","experimental","affirmative","ideophone","manner","manner",,,FALSE,0,TRUE,""
"exp3","exp3_004","7_NonIde_RegMod_Neg_1",60,"7","experimental","negative","nonideophone","manner","manner",,,FALSE,0,TRUE,""
"exp3","exp3_004","7_Ide_RegMod_Neg_1",60,"7","experimental","negative","ideophone","manner","manner",,,FALSE,0,TRUE,""
"exp3","exp3_004","6_NonIde_Cont_Aff_1",100,"6","experimental","affirmative","nonideophone","temporal","temporal",,,FALSE,0,TRUE,""
"exp3","exp3_004","6_Ide_Cont_Aff_1",70,"6","experimental","affirmative","ideophone","temporal","temporal",,,FALSE,0,TRUE,""
"exp3","exp3_004","5_NonIde_Cont_Neg_1",0,"5","experimental","negative","nonideophone","temporal","temporal",,,FALSE,0,TRUE,""
"exp3","exp3_004","5_Ide_Cont_Neg_1",65,"5","experimental","negative","ideophone","temporal","temporal",,,FALSE,0,TRUE,""
"exp3","exp3_004","4_NonIde_Cvb_Aff_1",70,"4","experimental","affirmative","nonideophone","converbial","manner","high",,FALSE,0,TRUE,""
"exp3","exp3_004","4_Ide_Cvb_Aff_1",90,"4","experimental","affirmative","ideophone","converbial","manner","high",,FALSE,0,TRUE,""
"exp3","exp3_004","3_NonIde_Cvb_Neg_1",0,"3","experimental","negative","nonideophone","converbial","manner","high",,FALSE,0,TRUE,""
"exp3","exp3_004","3_Ide_Cvb_Neg_1",0,"3","experimental","negative","ideophone","converbial","manner","high",,FALSE,0,TRUE,""
"exp3","exp3_004","2_NonIde_Red_Aff_1",100,"2","experimental","affirmative","nonideophone","reduplication","manner","low",,FALSE,0,TRUE,""
"exp3","exp3_004","2_Ide_Red_Aff_1",70,"2","experimental","affirmative","ideophone","reduplication","manner","low",,FALSE,0,TRUE,""
"exp3","exp3_004","1_NonIde_Red_Neg_1",20,"1","experimental","negative","nonideophone","reduplication","manner","low",,FALSE,0,TRUE,""
"exp3","exp3_004","1_Ide_Red_Neg_1",0,"1","experimental","negative","ideophone","reduplication","manner","low",,FALSE,0,TRUE,""
"exp3","exp3_005","Filler_Neg_UnGr_1_34",0,,"catch","negative",,,,,"ungrammatical",FALSE,0,TRUE,""
"exp3","exp3_005","Filler_Neg_UnGr_1_30",0,,"catch","negative",,,,,"ungrammatical",FALSE,0,TRUE,""
"exp3","exp3_005","Filler_Neg_Gr_1_33",100,,"catch","negative",,,,,"grammatical",FALSE,0,TRUE,""
"exp3","exp3_005","Filler_Neg_Gr_1_31",0,,"catch","negative",,,,,"grammatical",FALSE,0,TRUE,""
"exp3","exp3_005","Filler_Aff_UnGr_1_35",0,,"catch","affirmative",,,,,"ungrammatical",FALSE,0,TRUE,""
"exp3","exp3_005","Filler_Aff_UnGr_1_32",0,,"catch","affirmative",,,,,"ungrammatical",FALSE,0,TRUE,""
"exp3","exp3_005","Filler_Aff_Gr_1_36",100,,"catch","affirmative",,,,,"grammatical",FALSE,0,TRUE,""
"exp3","exp3_005","Filler_Aff_Gr_1_29",100,,"catch","affirmative",,,,,"grammatical",FALSE,0,TRUE,""
"exp3","exp3_005","8_NonIde_Red_Neg_1",0,"8","experimental","negative","nonideophone","reduplication","manner","low",,FALSE,0,TRUE,""
"exp3","exp3_005","8_Ide_Red_Neg_1",0,"8","experimental","negative","ideophone","reduplication","manner","low",,FALSE,0,TRUE,""
"exp3","exp3_005","7_NonIde_RegMod_Aff_1",100,"7","experimental","affirmative","nonideophone","manner","manner",,,FALSE,0,TRUE,""
"exp3","exp3_005","7_Ide_RegMod_Aff_1",100,"7","experimental","affirmative","ideophone","manner","manner",,,FALSE,0,TRUE,""
"exp3","exp3_005","6_NonIde_RegMod_Neg_1",100,"6","experimental","negative","nonideophone","manner","manner",,,FALSE,0,TRUE,""
"exp3","exp3_005","6_Ide_RegMod_Neg_1",0,"6","experimental","negative","ideophone","manner","manner",,,FALSE,0,TRUE,""
"exp3","exp3_005","5_NonIde_Cont_Aff_1",100,"5","experimental","affirmative","nonideophone","temporal","temporal",,,FALSE,0,TRUE,""
"exp3","exp3_005","5_Ide_Cont_Aff_1",100,"5","experimental","affirmative","ideophone","temporal","temporal",,,FALSE,0,TRUE,""
"exp3","exp3_005","4_NonIde_Cont_Neg_1",0,"4","experimental","negative","nonideophone","temporal","temporal",,,FALSE,0,TRUE,""
"exp3","exp3_005","4_Ide_Cont_Neg_1",100,"4","experimental","negative","ideophone","temporal","temporal",,,FALSE,0,TRUE,""
"exp3","exp3_005","3_NonIde_Cvb_Aff_1",100,"3","experimental","affirmative","nonideophone","converbial","manner","high",,FALSE,0,TRUE,""
"exp3","exp3_005","3_Ide_Cvb_Aff_1",100,"3","experimental","affirmative","ideophone","converbial","manner","high",,FALSE,0,TRUE,""
"exp3","exp3_005","2_NonIde_Cvb_Neg_1",100,"2","experimental","negative","nonideophone","converbial","manner","high",,FALSE,0,TRUE,""
"exp3","exp3_005","2_Ide_Cvb_Neg_1",0,"2","experimental","negative","ideophone","converbial","manner","high",,FALSE,0,TRUE,""
"exp3","exp3_005","1_NonIde_Red_Aff_1",100,"1","experimental","affirmative","nonideophone","reduplication","manner","low",,FALSE,0,TRUE,""
"exp3","exp3_005","1_Ide_Red_Aff_1",100,"1","experimental","affirmative","ideophone","reduplication","manner","low",,FALSE,0,TRUE,""
"exp3","exp3_006","Filler_Neg_UnGr_1_50",9,,"catch","negative",,,,,"ungrammatical",FALSE,1,TRUE,""
"exp3","exp3_006","Filler_Neg_UnGr_1_45",3,,"catch","negative",,,,,"ungrammatical",FALSE,1,TRUE,""
"exp3","exp3_006","Filler_Neg_Gr_1_49",88,,"catch","negative",,,,,"grammatical",FALSE,1,TRUE,""
"exp3","exp3_006","Filler_Neg_Gr_1_47",8,,"catch","negative",,,,,"grammatical",FALSE,1,TRUE,""
"exp3","exp3_006","Filler_Aff_UnGr_1_51",3,,"catch","affirmative",,,,,"ungrammatical",FALSE,1,TRUE,""
"exp3","exp3_006","Filler_Aff_UnGr_1_48",2,,"catch","affirmative",,,,,"ungrammatical",FALSE,1,TRUE,""
"exp3","exp3_006","Filler_Aff_Gr_1_52",26,,"catch","affirmative",,,,,"grammatical",TRUE,1,TRUE,""
"exp3","exp3_006","Filler_Aff_Gr_1_46",97,,"catch","affirmative",,,,,"grammatical",FALSE,1,TRUE,""
"exp3","exp3_006","8_NonIde_RegMod_Neg_1",72,"8","experimental","negative","nonideophone","manner","manner",,,FALSE,1,TRUE,""
"exp3","exp3_006","8_Ide_RegMod_Neg_1",88,"8","experimental","negative","ideophone","manner","manner",,,FALSE,1,TRUE,""
"exp3","exp3_006","7_NonIde_Cont_Aff_1",99,"7","experimental","affirmative","nonideophone","temporal","temporal",,,FALSE,1,TRUE,""
"exp3","exp3_006","7_Ide_Cont_Aff_1",97,"7","experimental","affirmative","ideophone","temporal","temporal",,,FALSE,1,TRUE,""
"exp3","exp3_006","6_NonIde_Cont_Neg_1",84,"6","experimental","negative","nonideophone","temporal","temporal",,,FALSE,1,TRUE,""
"exp3","exp3_006","6_Ide_Cont_Neg_1",84,"6","experimental","negative","ideophone","temporal","temporal",,,FALSE,1,TRUE,""
"exp3","exp3_006","5_NonIde_Cvb_Aff_1",89,"5","experimental","affirmative","nonideophone","converbial","manner","high",,FALSE,1,TRUE,""
"exp3","exp3_006","5_Ide_Cvb_Aff_1",97,"5","experimental","affirmative","ideophone","converbial","manner","high",,FALSE,1,TRUE,""
"exp3","exp3_006","4_NonIde_Cvb_Neg_1",83,"4","experimental","negative","nonideophone","converbial","manner","high",,FALSE,1,TRUE,""
"exp3","exp3_006","4_Ide_Cvb_Neg_1",86,"4","experimental","negative","ideophone","converbial","manner","high",,FALSE,1,TRUE,""
"exp3","exp3_006","3_NonIde_Red_Aff_1",95,"3","experimental","affirmative","nonideophone","reduplication","manner","low",,FALSE,1,TRUE,""
"exp3","exp3_006","3_Ide_Red_Aff_1",98,"3","experimental","affirmative","ideophone","reduplication","manner","low",,FALSE,1,TRUE,""
"exp3","exp3_006","2_NonIde_Red_Neg_1",91,"2","experimental","negative","nonideophone","reduplication","manner","low",,FALSE,1,TRUE,""
"exp3","exp3_006","2_Ide_Red_Neg_1",82,"2","experimental","negative","ideophone","reduplication","manner","low",,FALSE,1,TRUE,""
"exp3","exp3_006","1_NonIde_RegMod_Aff_1",82,"1","experimental","affirmative","nonideophone","manner","manner",,,FALSE,1,TRUE,""
"exp3","exp3_006","1_Ide_RegMod_Aff_1",97,"1","experimental","affirmative","ideophone","manner","manner",,,FALSE,1,TRUE,""
"exp3","exp3_007","Filler_Neg_UnGr_1_3",0,,"catch","negative",,,,,"ungrammatical",FALSE,0,TRUE,""
"exp3","exp3_007","Filler_Neg_UnGr_1",0,,"catch","negative",,,,,"ungrammatical",FALSE,0,TRUE,""
"exp3","exp3_007","Filler_Neg_Gr_1_1",100,,"catch","negative",,,,,"grammatical",FALSE,0,TRUE,""
"exp3","exp3_007","Filler_Neg_Gr_1",100,,"catch","negative",,,,,"grammatical",FALSE,0,TRUE,""
"exp3","exp3_007","Filler_Aff_UnGr_1_2",0,,"catch","affirmative",,,,,"ungrammatical",FALSE,0,TRUE,""
"exp3","exp3_007","Filler_Aff_UnGr_1",0,,"catch","affirmative",,,,,"ungrammatical",FALSE,0,TRUE,""
"exp3","exp3_007","Filler_Aff_Gr_1_4",100,,"catch","affirmative",,,,,"grammatical",FALSE,0,TRUE,""
"exp3","exp3_007","Filler_Aff_Gr_1",100,,"catch","affirmative",,,,,"grammatical",FALSE,0,TRUE,""
"exp3","exp3_007","8_NonIde_Cont_Neg_1",31,"8","experimental","negative","nonideophone","temporal","temporal",,,FALSE,0,TRUE,""
"exp3","exp3_007","8_Ide_Cont_Neg_1",0,"8","experimental","negative","ideophone","temporal","temporal",,,FALSE,0,TRUE,""
"exp3","exp3_007","7_NonIde_Cvb_Aff_1",100,"7","experimental","affirmative","nonideophone","converbial","manner","high",,FALSE,0,TRUE,""
"exp3","exp3_007","7_Ide_Cvb_Aff_1",100,"7","experimental","affirmative","ideophone","converbial","manner","high",,FALSE,0,TRUE,""
"exp3","exp3_007","6_NonIde_Cvb_Neg_1",28,"6","experimental","negative","nonideophone","converbial","manner","high",,FALSE,0,TRUE,""
"exp3","exp3_007","6_Ide_Cvb_Neg_1",0,"6","experimental","negative","ideophone","converbial","manner","high",,FALSE,0,TRUE,""
"exp3","exp3_007","5_NonIde_Red_Aff_1",100,"5","experimental","affirmative","nonideophone","reduplication","manner","low",,FALSE,0,TRUE,""
"exp3","exp3_007","5_Ide_Red_Aff_1",100,"5","experimental","affirmative","ideophone","reduplication","manner","low",,FALSE,0,TRUE,""
"exp3","exp3_007","4_NonIde_Red_Neg_1",0,"4","experimental","negative","nonideophone","reduplication","manner","low",,FALSE,0,TRUE,""
"exp3","exp3_007","4_Ide_Red_Neg_1",100,"4","experimental","negative","ideophone","reduplication","manner","low",,FALSE,0,TRUE,""
"exp3","exp3_007","3_NonIde_RegMod_Aff_1",85,"3","experimental","affirmative","nonideophone","manner","manner",,,FALSE,0,TRUE,""
"exp3","exp3_007","3_Ide_RegMod_Aff_1",100,"3","experimental","affirmative","ideophone","manner","manner",,,FALSE,0,TRUE,""
"exp3","exp3_007","2_NonIde_RegMod_Neg_1",85,"2","experimental","negative","nonideophone","manner","manner",,,FALSE,0,TRUE,""
"exp3","exp3_007","2_Ide_RegMod_Neg_1",89,"2","experimental","negative","ideophone","manner","manner",,,FALSE,0,TRUE,""
"exp3","exp3_007","1_NonIde_Cont_Aff_1",30,"1","experimental","affirmative","nonideophone","temporal","temporal",,,FALSE,0,TRUE,""
"exp3","exp3_007","1_Ide_Cont_Aff_1",100,"1","experimental","affirmative","ideophone","temporal","temporal",,,FALSE,0,TRUE,""
"exp3","exp3_008","Filler_Neg_UnGr_1_18",74,,"catch","negative",,,,,"ungrammatical",FALSE,2,FALSE,"failed_two_or_more_affirmative_catch_trials"
"exp3","exp3_008","Filler_Neg_UnGr_1_13",23,,"catch","negative",,,,,"ungrammatical",FALSE,2,FALSE,"failed_two_or_more_affirmative_catch_trials"
"exp3","exp3_008","Filler_Neg_Gr_1_17",77,,"catch","negative",,,,,"grammatical",FALSE,2,FALSE,"failed_two_or_more_affirmative_catch_trials"
"exp3","exp3_008","Filler_Neg_Gr_1_15",22,,"catch","negative",,,,,"grammatical",FALSE,2,FALSE,"failed_two_or_more_affirmative_catch_trials"
"exp3","exp3_008","Filler_Aff_UnGr_1_19",100,,"catch","affirmative",,,,,"ungrammatical",TRUE,2,FALSE,"failed_two_or_more_affirmative_catch_trials"
"exp3","exp3_008","Filler_Aff_UnGr_1_16",82,,"catch","affirmative",,,,,"ungrammatical",TRUE,2,FALSE,"failed_two_or_more_affirmative_catch_trials"
"exp3","exp3_008","Filler_Aff_Gr_1_20",79,,"catch","affirmative",,,,,"grammatical",FALSE,2,FALSE,"failed_two_or_more_affirmative_catch_trials"
"exp3","exp3_008","Filler_Aff_Gr_1_14",100,,"catch","affirmative",,,,,"grammatical",FALSE,2,FALSE,"failed_two_or_more_affirmative_catch_trials"
"exp3","exp3_008","8_NonIde_Cvb_Neg_1",0,"8","experimental","negative","nonideophone","converbial","manner","high",,FALSE,2,FALSE,"failed_two_or_more_affirmative_catch_trials"
"exp3","exp3_008","8_Ide_Cvb_Neg_1",25,"8","experimental","negative","ideophone","converbial","manner","high",,FALSE,2,FALSE,"failed_two_or_more_affirmative_catch_trials"
"exp3","exp3_008","7_NonIde_Red_Aff_1",76,"7","experimental","affirmative","nonideophone","reduplication","manner","low",,FALSE,2,FALSE,"failed_two_or_more_affirmative_catch_trials"
"exp3","exp3_008","7_Ide_Red_Aff_1",100,"7","experimental","affirmative","ideophone","reduplication","manner","low",,FALSE,2,FALSE,"failed_two_or_more_affirmative_catch_trials"
"exp3","exp3_008","6_NonIde_Red_Neg_1",19,"6","experimental","negative","nonideophone","reduplication","manner","low",,FALSE,2,FALSE,"failed_two_or_more_affirmative_catch_trials"
"exp3","exp3_008","6_Ide_Red_Neg_1",18,"6","experimental","negative","ideophone","reduplication","manner","low",,FALSE,2,FALSE,"failed_two_or_more_affirmative_catch_trials"
"exp3","exp3_008","5_NonIde_RegMod_Aff_1",100,"5","experimental","affirmative","nonideophone","manner","manner",,,FALSE,2,FALSE,"failed_two_or_more_affirmative_catch_trials"
"exp3","exp3_008","5_Ide_RegMod_Aff_1",22,"5","experimental","affirmative","ideophone","manner","manner",,,FALSE,2,FALSE,"failed_two_or_more_affirmative_catch_trials"
"exp3","exp3_008","4_NonIde_RegMod_Neg_1",25,"4","experimental","negative","nonideophone","manner","manner",,,FALSE,2,FALSE,"failed_two_or_more_affirmative_catch_trials"
"exp3","exp3_008","4_Ide_RegMod_Neg_1",27,"4","experimental","negative","ideophone","manner","manner",,,FALSE,2,FALSE,"failed_two_or_more_affirmative_catch_trials"
"exp3","exp3_008","3_NonIde_Cont_Aff_1",25,"3","experimental","affirmative","nonideophone","temporal","temporal",,,FALSE,2,FALSE,"failed_two_or_more_affirmative_catch_trials"
"exp3","exp3_008","3_Ide_Cont_Aff_1",22,"3","experimental","affirmative","ideophone","temporal","temporal",,,FALSE,2,FALSE,"failed_two_or_more_affirmative_catch_trials"
"exp3","exp3_008","2_NonIde_Cont_Neg_1",77,"2","experimental","negative","nonideophone","temporal","temporal",,,FALSE,2,FALSE,"failed_two_or_more_affirmative_catch_trials"
"exp3","exp3_008","2_Ide_Cont_Neg_1",100,"2","experimental","negative","ideophone","temporal","temporal",,,FALSE,2,FALSE,"failed_two_or_more_affirmative_catch_trials"
"exp3","exp3_008","1_NonIde_Cvb_Aff_1",66,"1","experimental","affirmative","nonideophone","converbial","manner","high",,FALSE,2,FALSE,"failed_two_or_more_affirmative_catch_trials"
"exp3","exp3_008","1_Ide_Cvb_Aff_1",17,"1","experimental","affirmative","ideophone","converbial","manner","high",,FALSE,2,FALSE,"failed_two_or_more_affirmative_catch_trials"
"exp3","exp3_009","Filler_Neg_UnGr_1_18",0,,"catch","negative",,,,,"ungrammatical",FALSE,0,TRUE,""
"exp3","exp3_009","Filler_Neg_UnGr_1_13",0,,"catch","negative",,,,,"ungrammatical",FALSE,0,TRUE,""
"exp3","exp3_009","Filler_Neg_Gr_1_17",25,,"catch","negative",,,,,"grammatical",FALSE,0,TRUE,""
"exp3","exp3_009","Filler_Neg_Gr_1_15",100,,"catch","negative",,,,,"grammatical",FALSE,0,TRUE,""
"exp3","exp3_009","Filler_Aff_UnGr_1_19",0,,"catch","affirmative",,,,,"ungrammatical",FALSE,0,TRUE,""
"exp3","exp3_009","Filler_Aff_UnGr_1_16",0,,"catch","affirmative",,,,,"ungrammatical",FALSE,0,TRUE,""
